niat,Jawapan
sahkan_identiti,"Hos boleh meminta tetamu mereka memberikan ID kerajaan untuk menempah tempat atau pengalaman mereka. Dan kadangkala kami akan meminta ID untuk membantu kami menyemak sama ada seseorang itu seperti yang mereka katakan. Walau apa pun alasannya, ID anda tidak akan dikongsi dengan sesiapa sahaja yang menggunakan Airbnb. Apabila anda diminta mengesahkan identiti anda, anda perlu menambah sama ada nama dan alamat sah anda atau menyerahkan foto ID kerajaan anda. Ini boleh jadi lesen memandu, pasport, kad pengenalan atau visa. Jika anda perlu kembali dan selesai mengesahkan identiti anda kemudian, tidak mengapa, anda boleh menyambung dari tempat anda berhenti. Kadangkala, kami akan meminta anda mengambil foto baharu diri anda. Ini berbeza daripada foto profil anda, yang mungkin juga diminta untuk anda berikan. Harap maklum bahawa melengkapkan proses ini bukanlah pengesahan mana-mana Hos atau tetamu, jaminan identiti seseorang atau jaminan bahawa berinteraksi dengan mereka akan selamat. Sentiasa gunakan pertimbangan terbaik anda sendiri, dan ikuti petua keselamatan kami untuk tetamu dan Hos. Dalam sesetengah kes, anda mungkin tidak perlu menambah ID kerajaan. Kami akan mengesahkan anda benar-benar anda apabila anda menambahkan nama dan alamat sah anda (ini sepatutnya sepadan dengan tempat anda mendapatkan dokumen perbankan atau bil utiliti). Kami akan memadankan maklumat ini dengan pangkalan data pihak ketiga yang selamat. Kami tidak pernah berkongsi ID anda dengan sesiapa sahaja yang menggunakan Airbnb. Kami tidak memberikan kepada Hos foto ID anda, foto yang anda ambil sendiri sebagai sebahagian daripada pengesahan ID atau alamat anda. Walau bagaimanapun, kami berkongsi: Nama pertama pada ID anda Sama ada anda berumur lebih atau di bawah 25 tahun Sama ada ID anda telah berjaya ditambahkan Foto profil dan nama profil anda"
ID_disemak,"Keselamatan anda menjadi keutamaan. Kami mahu anda yakin bahawa orang di Airbnb adalah seperti yang mereka katakan. Salah satu cara kami melakukannya ialah dengan menyemak ID kerajaan. Ini boleh jadi lesen memandu, pasport, kad pengenalan atau visa. Sesetengah Hos memerlukan ID kerajaan untuk tetamu menempah penginapan atau pengalaman mereka. ID anda tidak akan dikongsi dengan sesiapa sahaja yang menggunakan Airbnb."
ID_serahkan,"Dengan memberikan maklumat pengenalan anda, anda membantu membina kepercayaan dalam komuniti Airbnb. Apabila anda diminta untuk mengesahkan identiti anda, anda perlu menambah sama ada nama dan alamat sah anda atau foto ID kerajaan (lesen memandu, pasport atau kad pengenalan negara). Jika anda perlu kembali dan selesai mengesahkan identiti anda kemudian, pergi ke pengesahan identiti untuk meneruskan dari tempat anda berhenti. Menghadapi masalah? Cuba ini: Semak mesej anda: Anda mungkin telah dihantar maklumat tambahan melalui teks, e-mel atau telefon. Adakah anda fikir anda mungkin terlepas e-mel? Ketahui sebabnya. Berikan kebenaran kamera: Apl Airbnb atau penyemak imbas anda mungkin memerlukan kebenaran untuk mengakses kamera anda. Masih tidak berfungsi? Cuba muat semula apl atau halaman. Gunakan foto berkualiti tinggi: Ambil foto dalam bilik yang terang, pastikan wajah anda jelas dan tidak dikaburkan, dan muatkan maklumat dalam garis putih yang disediakan. Menggunakan mod ""auto"" akan membolehkan apl mengambil foto berkualiti tinggi secara automatik, walaupun anda sentiasa boleh bertukar kembali untuk mengambil foto secara manual. Tudung kepala agama dialu-alukan, tetapi sila pastikan kami dapat melihat mata, hidung dan mulut anda. Serahkan foto ID asal (tidak difotostat) dan tidak rosak: Jika ID tersebut mempunyai dua sisi, seperti lesen memandu atau kad ID kebangsaan, serahkan foto bahagian hadapan dan belakang. Untuk penduduk Singapura, Hong Kong, Belanda, Jepun dan Korea: Pastikan imej ID anda tidak menunjukkan nombor pengenalan atau pendaftaran anda. Jika anda memuat naik kad pengenalan atau lesen memandu kebangsaan Korea, sila benarkan hanya 6 digit pertama kekal kelihatan (yang mengandungi tarikh lahir anda)."
sahkan_nombor,"Pergi ke Akaun > Maklumat peribadi Di sebelah Nombor telefon, klik Edit kemudian Tambah nombor telefon Pilih negara anda, (kod negara akan ditambahkan secara automatik) Masukkan kod kawasan dan nombor telefon anda Klik Sahkan dan kami akan menghantar 4 digit kepada anda kod melalui mesej teks (SMS) Masukkan kod 4 digit anda Selepas mengesahkan nombor telefon anda, anda boleh menguruskan pemberitahuan mesej teks dengan pergi ke Akaun dan memilih Pemberitahuan. Kadar mesej dan data standard mungkin dikenakan untuk sebarang panggilan atau mesej yang dihantar atau diterima."
pengesahan_cn,"Untuk semua Hos dan tetamu di China, kami menyediakan proses pengesahan ID setempat menurut undang-undang dan peraturan yang berkenaan: Anda memberikan nombor ID kerajaan anda dalam talian Kami memadankannya dengan pangkalan data pihak ketiga melalui teknologi pengecaman muka Ini juga membantu mengurangkan penipuan dalam talian, membina kepercayaan dan menjadikan komuniti Airbnb lebih selamat secara keseluruhan."
airbnb_palsu_sebenar,"Jika anda menerima e-mel atau diarahkan ke tapak web yang kelihatan seperti Airbnb tetapi meminta maklumat sulit, berhati-hati. Apabila ragu-ragu, sentiasa mulakan di halaman utama Airbnb. Taip https://www.airbnb.com ke dalam penyemak imbas anda dan pergi dari sana. Pautan sebenar ke Airbnb akan bermula dengan https://www.airbnb.com atau URL khusus negara seperti https://es.airbnb.com, https://it.airbnb.com, https://www. airbnb.com.at, atau https://www.airbnb.co.uk. Jika anda mengklik pautan yang membawa anda ke halaman yang kelihatan seperti Airbnb tetapi tidak bermula dengan alamat ini, ia adalah halaman penipuan dan anda harus menutupnya. E-mel penipuan selalunya datang daripada domain yang mungkin kelihatan serupa, seperti @bnb.com atau @reservation-airbnb.com. Tetapi e-mel yang sah daripada Airbnb hanya akan datang daripada domain berikut: @airbnb.com @airbnbaction.com @airbnblove.com @airbnbmail.com @support-email.airbnb.com @supportmessaging.airbnb.com @airbnb.zendesk.com @ e.airbnb.com @express.medallia.com @ext.airbnb.com @guest.airbnb.com @host.airbnb.com @noreply@qemailserver.com @outreach.airbnb.com @research.airbnb.com Jika tidak dihantar dari salah satu alamat ini, ia bukan dari Airbnb. Jika anda percaya anda telah menemui halaman web yang direka bentuk untuk kelihatan seperti Airbnb, beritahu kami dengan melaporkan URL tapak web di https://www.airbnb.com/report-phishing. Halaman ini hanya untuk melaporkan tapak web yang mencurigakan—ia tidak membuat permintaan bantuan Airbnb atau menghantar pengesahan kepada anda. Jika anda berinteraksi dengan tapak penipuan atau bimbang tentang keselamatan akaun anda, hubungi kami sebaliknya."
daftarmasuk_semakan,"Ingin tahu tentang log masuk anda yang lalu? Pergi ke Akaun dan pilih Log masuk & keselamatan. Di bawah sejarah Peranti, anda akan menemui senarai log masuk ke akaun Airbnb anda, termasuk: Penyemak imbas atau peranti apakah masa Dari mana ia diakses"
"
pengesahan_dualangkah","Mula-mula, pergi ke Tetapan akaun > Maklumat peribadi pada penyemak imbas web atau mudah alih dan tambah nombor telefon anda jika anda belum berbuat demikian. Kemudian: Pergi ke Tetapan akaun > Log Masuk & Keselamatan atau Maklumat peribadi Dari Sediakan sepanduk pengesahan 2 langkah di bahagian atas mana-mana halaman, klik atau ketik Sediakan sekarang Pilih cara anda ingin menerima kod laluan sekali anda—melalui teks (SMS) atau panggilan telefon—dan masukkannya apabila digesa Cipta nombor pengenalan peribadi (PIN) Tambah soalan keselamatan yang hanya anda boleh jawab Untuk mengedit PIN atau soalan keselamatan anda, klik pautan Edit."
"
pengesahan_dualangkah_masalah","PIN dan soalan keselamatan anda Pastikan anda mempunyai nombor telefon pada akaun anda yang boleh menerima kod pengesahan—jika tidak, mula-mula ikut langkah di atas untuk mengemas kini telefon anda Klik Edit PIN daripada halaman Log masuk & keselamatan tetapan akaun anda Jika anda boleh Jika tidak ingat PIN anda, anda boleh menjawab soalan keselamatan sebaliknya dengan mengklik Lupa PIN? pautan daripada skrin Masukkan PIN anda Jika anda tidak ingat sama ada PIN atau soalan keselamatan anda, anda perlu mengklik pautan Need Help daripada proses pengesahan 2 langkah semasa cuba mengemas kini PIN anda Bersedia untuk mengemas kini PIN anda sebagai sebaik sahaja anda mendapat maklum balas daripada kami, iaitu dalam masa 12-24 jam"
akses_tidak_dibenarkan,"Fikirkan akaun anda telah diakses tanpa kebenaran anda? Mari kita ke bahagian bawahnya sekarang. Pergi ke airbnb.com/review_your_account dan ikut arahan. Anda mungkin diminta untuk: Tukar kata laluan Airbnb anda Semakan apabila anda kali terakhir log masuk ke akaun anda dan sahkan anda mengenali peranti dan lokasi yang dilog masuk Semak bahawa maklumat hubungan, foto profil, penyenaraian dan kaedah pembayaran anda tidak diubah oleh seseorang lain Sahkan bahawa sebarang tempahan dalam akaun anda telah dibuat oleh anda Jika ada yang kelihatan tidak betul, kami akan membantu anda memahami perubahan yang dibuat dan cara untuk membuat asalnya."
airbnblove_&open,"Kadangkala kami berkongsi sedikit AirbnbLove dengan Hos dan tetamu dalam bentuk hadiah yang unik dan direka khas—sedikit sesuatu untuk berterima kasih kepada anda atau meraikan detik istimewa. Anda mungkin mendapat e-mel daripada &Open, rakan kongsi kami dengan gembira, meminta alamat anda atau masa terbaik untuk menerima hadiah anda. Kami ingin memastikan anda mendapat layanan istimewa anda. Satu-satunya masa &Open akan meminta butiran kad anda ialah apabila kami menghantar hadiah wang tunai kepada anda. Hadiah tunai dihantar oleh &Open melalui perkhidmatan pembayaran Hyperwallet, anak syarikat PayPal. Semua hadiah wang tunai hendaklah diterima pada kad anda atau dalam akaun bank anda dalam masa 1–2 hari bekerja selepas dihantar."
medallia,"Kami suka belajar, menambah baik dan berkembang—dan kami tidak boleh melakukannya tanpa mendengar daripada komuniti kami. Itulah sebabnya anda mungkin menerima e-mel daripada Medallia bagi pihak Airbnb yang meminta maklum balas tentang pengalaman anda bersama kami. Kami amat menghargai apabila anda dapat meluangkan masa beberapa minit untuk memberitahu kami cara kami boleh menjadikan pengalaman Airbnb anda menakjubkan. Tidak mahu mendapatkan e-mel seperti ini? Tiada masalah. Hanya klik berhenti melanggan. Kami tidak akan mengambilnya secara peribadi!"
tinggal_ulasan,"Ulasan ialah cara yang bagus untuk Hos dan tetamu memberi maklum balas antara satu sama lain. Mereka juga membantu komuniti kita memahami perkara yang diharapkan apabila membuat rancangan. Begini cara ulasan berfungsi: Setelah daftar keluar selesai, kami akan meminta anda menulis ulasan dan memberikan penilaian bintang untuk perjalanan anda baru-baru ini atau tetamu anda. Anda perlu menyerahkan ulasan anda dalam masa 14 hari dari masa daftar keluar—sepanjang tempoh itu, anda boleh mengeditnya sehingga pihak yang satu lagi menyerahkan ulasan mereka Ulasan hanya disiarkan selepas a) kedua-dua pihak telah menyelesaikannya, atau b) tempoh 14 hari telah tamat—mana-mana dahulu Anda juga boleh meninggalkan maklum balas peribadi, yang hanya akan dikongsi dengan Hos atau tetamu anda setelah ulasan disiarkan"
pengalaman_semakan,"Selepas pengalaman tamat, tetamu mempunyai 30 hari untuk meninggalkan ulasan awam, dengan pilihan untuk berkongsi maklum balas peribadi untuk Hos. Perlu diingat, tetamu masih boleh menulis ulasan walaupun mereka lewat, mereka keluar awal, atau mereka tidak hadir kerana tidak menemui titik pertemuan."
ulasan_tulis,"Keperluan: Had 1,000 perkataan Mesti mengikut Dasar Semakan kami Adalah penting untuk ambil perhatian bahawa anda perlu menyerahkan ulasan anda dalam masa 14 hari dari masa daftar keluar—selepas itu, anda tidak boleh mengeditnya. Ulasan terbaik adalah ulasan yang berguna. Fikirkan tentang perkara yang anda ingin ketahui sebelum menempah penginapan atau mengalu-alukan seseorang ke tempat anda. Serlahkan perkara seperti: Interaksi anda dengan tetamu anda, Hos dan rakan sekerja mereka—adakah mereka menyenangkan dan menghormati? Apa-apa sahaja yang menjadikan penginapan itu istimewa, seperti kebersihan, sentuhan peribadi, kemudahan, kopi yang menakjubkan Maklumat praktikal: Adakah Hos membantu dan tersedia? Adakah anda teruja dengan lokasinya? Adakah penyenaraian itu tepat? Anda juga akan mempunyai pilihan untuk meninggalkan maklum balas peribadi, yang akan dikongsi apabila ulasan disiarkan. Dapatkan butiran lanjut tentang cara ulasan berfungsi untuk penginapan. Jika anda mahu, anda boleh meninggalkan maklum balas peribadi kepada Hos atau tetamu, yang akan dikongsi dengan mereka sahaja apabila ulasan disiarkan. Anda juga boleh meninggalkan respons awam kepada ulasan yang telah ditinggalkan oleh seseorang untuk anda dalam masa 30 hari dari siarannya. Walaupun anda tidak boleh mengalih keluar ulasan mereka, anda boleh melaporkannya jika anda fikir ia melanggar Dasar Semakan kami."
ulasan_edit,Pergi ke Profil > Ulasan Pilih Ulasan oleh anda Pergi ke ulasan yang ingin anda edit
ulasan_buang,"Setelah ulasan yang anda tulis telah diterbitkan, anda boleh menghubungi kami untuk meminta agar ulasan itu dialih keluar. Adakah orang lain menulis ulasan? Harap maklum bahawa kami hanya akan mengambil tindakan jika ia melanggar Dasar Semakan kami. Sila ambil perhatian bahawa seseorang yang menulis ulasan sentiasa mempunyai hak untuk meminta agar ulasan itu dialih keluar."
ulasan_balas,Pergi ke Profil > Ulasan Klik Ulasan oleh anda Pergi ke ulasan yang anda ingin balas dan klik Tinggalkan Respons Respons anda akan disiarkan serta-merta dan anda tidak boleh mengeditnya selepas itu—jadi luangkan masa anda dan fikirkan apa yang anda ingin katakan.
ulasan_dibatalkan,"Jika hos membatalkan penginapan sebelum hari daftar masuk, anda tidak akan mempunyai pilihan untuk meninggalkan ulasan. Sebaliknya, semakan automatik akan ditambahkan pada profil penyenaraian mereka untuk menunjukkan bahawa mereka telah membatalkan tempahan. Ulasan ini merupakan salah satu penalti untuk pembatalan hos dan tidak boleh dialih keluar. Jika hos membatalkan penginapan pada atau selepas hari daftar masuk (12:00 AM dalam zon waktu penyenaraian), anda akan mempunyai pilihan untuk meninggalkan ulasan. Jika anda memilih untuk meninggalkan ulasan, pastikan anda mengikuti Dasar Semakan kami dan hanya menilai dan mengulas pada pengalaman berkaitan yang anda boleh bercakap secara peribadi. Sebagai contoh, anda mungkin mempunyai maklum balas yang berharga tentang komunikasi yang lemah, isu semasa daftar masuk atau kesukaran mendapatkan penyenaraian. Walau bagaimanapun, jika anda tidak melengkapkan daftar masuk, anda mungkin tidak mempunyai maklum balas yang berkaitan tentang lokasi, kemudahan atau nilai."
keselamatan_tidak selamat,"jika berlaku kecemasan, atau jika keselamatan peribadi anda terancam semasa dalam perjalanan, hubungi polis tempatan atau perkhidmatan kecemasan dengan segera. Anda juga boleh: Menghubungi Airbnb untuk melaporkan isu tersebut; kami di sini 24/7. Baca lebih lanjut tentang cara menghubungi kami terus di Pusat Bantuan kami. Baca petua keselamatan kami sebelum anda memulakan perjalanan anda untuk membantu anda mengembara dengan yakin"
lokasi_selamat,"Anda agak teruja untuk membuat tempahan untuk tempat penginapan, tetapi kini anda sedang memikirkan lokasi tersebut. Langkah pertama, baca semua yang telah disiarkan oleh Hos dalam perihalan penyenaraian mereka, seperti kemudahan, peraturan rumah dan tempah panduan, jika mereka mempunyainya. Masih bimbang? Hubungi Hos anda untuk mengetahui lebih lanjut tentang kejiranan. Petua teratas: semak dasar pembatalan Hos sebelum membuat tempahan. Jika peristiwa semasa atau pertelingkahan politik mewujudkan situasi yang tidak selamat, anda mungkin layak mendapat bayaran balik penuh jika anda membatalkan kerana keadaan yang meringankan."
pengalaman_kecederaan,"Keselamatan anda adalah keutamaan. Jika anda cedera atau memerlukan rawatan perubatan semasa Pengalaman, bawa diri anda ke tempat yang selamat dan hubungi perkhidmatan kecemasan tempatan dengan segera. Sebaik sahaja anda selamat dan kebimbangan segera anda telah ditangani, laporkan kejadian itu kepada kami. Cara terpantas ialah menggunakan apl Airbnb anda, ketik Profil anda dan pilih Dapatkan bantuan, kemudian ketik Hubungi kami di bawah perjalanan anda."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
